filename,exists,size_bytes,english_variant,english_variant_exists,japanese_variant,japanese_variant_exists,status,english_ocr_sample
ch11-transformers-library-call-chain-map-ja.webp,True,268158,ch11-transformers-library-call-chain-map-ja-en.webp,False,ch11-transformers-library-call-chain-map-ja.webp,True,localized_variant,"= > Sf A Transformers 374 FIVOHUKLF1r—-yY KICATVIbLORMED CHS, SAAN REFIIFZAS LES raw text Tokenizer Config Model backbone Task Head Pipeline outputs Sais \ (101 | 872 | 2769 | 102) ~~) {} f i anor | RIFT RBM us ane fom we: 0.92 — H | | | pe"
ch11-transformers-tokenizer-batch-shape-result-map-en.webp,True,524616,ch11-transformers-tokenizer-batch-shape-result-map-en.webp,True,ch11-transformers-tokenizer-batch-shape-result-map-en-ja.webp,False,localized_variant,"e -_ Tokenizer to BERT Tensor Shapes » d 3 Text becomes token ids plus a mask; f >» padding makes a rectangular tensor. , a BERT Encoder be pi A | : in| PB PP ‘ i: We AER fee Arf —F! = '=c5 - fp Aloe [pe A z + Token Embeddings | Tine a ish "
ch11-transformers-tokenizer-batch-shape-result-map-ja.webp,True,711052,ch11-transformers-tokenizer-batch-shape-result-map-ja-en.webp,False,ch11-transformers-tokenizer-batch-shape-result-map-ja.webp,True,localized_variant,"e a A ls Tokenizer 45 BERT ® tensor f#4KA F+EZbIé token id & mask IC&""), padding HICH tensor ICS. eee JY KRZARZBRE ET Anzeah WL) “* wi 2X: aLaneeee | Se ee , aly RASH. Se aa / = = ELITClrrTr rr rs | bead ( a ee es “token ties [——- : BEBHRBE"
ch11-workshop-failure-debug-map-en.webp,True,279436,ch11-workshop-failure-debug-map-en.webp,True,ch11-workshop-failure-debug-map-en-ja.webp,False,localized_variant,(@ Eyelet) }~NLP Hands-on Workshop . : am '7 The most valuable evidence in _ i: Boundary text projects comes from (cases matter. ° boundary cases and failure cases. | ~~>— Collect } failure_cases.md ' Eailures e e e ‘fest ¢ low margin weak
ch11-workshop-failure-debug-map-ja.webp,True,308660,ch11-workshop-failure-debug-map-ja-en.webp,False,ch11-workshop-failure-debug-map-ja.webp,True,localized_variant,) NLPRBI-Iay7 A) EFS! ]| ERY Y TIHEV YT FEAKFOLIFh CHS MEDS SEM ISAT Y FILCABO UTIL ee ee a ee Re ee QP es ‘ RBH T LOL ea WRIO-(Fry7VZb) failure_cases.md e | -s . fe *— inspect raw text RMT TE Case #1023 (Sew aot eas FF): ==> CORR aORELED e
ch11-workshop-retrieval-summary-extraction-map-en.webp,True,136852,ch11-workshop-retrieval-summary-extraction-map-en.webp,True,ch11-workshop-retrieval-summary-extraction-map-en-ja.webp,False,localized_variant,"Chapter 11 Workshop: Three Task Pipeline One text corpus, three outputs Qa retrieval QA | co) (2) summarization | @@ informe | ———— aN 1. study log 4 notes.jsonl | ae es ———— Q retrieve ¢— choose regex / evidence e— source { } schema senten"
ch11-workshop-retrieval-summary-extraction-map-ja.webp,True,174788,ch11-workshop-retrieval-summary-extraction-map-ja-en.webp,False,ch11-workshop-retrieval-summary-extraction-map-ja.webp,True,localized_variant,"=o = S = AULTFAZAKBEDS320NAN retrieval QA / summarization / information extraction AA An AD notes.jsonl source text study log Sn 5B LSE pie 5 ————_ v A\d{4}-\d{2}-\d{2} - ———__ v ; ——. yf it _ { key: type, --- } ARBL SRR BRCRoNeen retrieve "
ch11-workshop-run-metrics-evidence-result-map-en.webp,True,815712,ch11-workshop-run-metrics-evidence-result-map-en.webp,True,ch11-workshop-run-metrics-evidence-result-map-en-ja.webp,False,localized_variant,""" NLP Run Evidence Pack {7s ee The terminal is only a summary; the real result is the evidence pack. | (run dataset Dd | A | kshop. : | python nip_workshop py 5 # | | creates data, ie hee a eh | metrics, and failure report. | Bea 2 | | | tr"
ch11-workshop-run-metrics-evidence-result-map-ja.webp,True,674906,ch11-workshop-run-metrics-evidence-result-map-ja-en.webp,False,ch11-workshop-run-metrics-evidence-result-map-ja.webp,True,localized_variant,"\ \ \ * a=et Ret NLP I7-Jvav 7K REMC IE BEM H BEM, SROKA HRC E SEU 7. Saget cn tin ET EEE >— python nlp_workshop. py | train_texts = 30, willl test_texts=12, ap python nlp_workshop.py #* “ Cx F-9, FN, HAR, RAL Rb nate aie S i EHS. oe ) 5} B"
ch11-workshop-text-to-artifacts-pipeline-map-en.webp,True,274626,ch11-workshop-text-to-artifacts-pipeline-map-en.webp,True,ch11-workshop-text-to-artifacts-pipeline-map-en-ja.webp,False,localized_variant,"CHAPTER 11 From raw text to reproducible NLP project evidence 1 | LX, Raw text IDING NOTE Zh Unstructured text from cu bP) ' files, APIs, or documents. +. h. P | Examples: reviews, articles, First inspect the diagram, | FAQs, tickets | . i "
ch11-workshop-text-to-artifacts-pipeline-map-ja.webp,True,258950,ch11-workshop-text-to-artifacts-pipeline-map-ja-en.webp,False,ch11-workshop-text-to-artifacts-pipeline-map-ja.webp,True,localized_variant,"St+—-B AASB RRI-GLav7 ~ oy = raw text 25385) #e% NLP 7OYL7bEEMA 1) raw text #OBOEYE AOFEAKF—F EMM: BADHLEF. A peaeas fl) =a—ABB, LEa—, FAQ RY BHORNE DDHELES. As > 2. Python 277k 2) tokenization aU Piha Ga i) FEAKEMB-YTI-KICDMLET. scripts/ O"
ch11-workshop-tfidf-classification-map-en.webp,True,249190,ch11-workshop-tfidf-classification-map-en.webp,True,ch11-workshop-tfidf-classification-map-en-ja.webp,False,localized_variant,"oge A Q - NLP Chapter 11 Workshop: TF-IDF Text Classification Use a transparent baseline to see how text becomes labels. e—___e____e___""_@_e@_-® 0 sentence (2) tokenize iH 3] tokens (4) TF-IDF weighting 5] vector 4 (we) a Sparse TF-IDF vect"
ch11-workshop-tfidf-classification-map-ja.webp,True,261798,ch11-workshop-tfidf-classification-map-ja-en.webp,False,ch11-workshop-tfidf-classification-map-ja.webp,True,localized_variant,"Chapter 11 JENIN: Rebbe q . , = ps ed EF BiH baseline T. TEAKAES label CASMSHRTS TF-IDF & cosine similarity KO YAWEFEADROHN (1) ADK (2) tokenize 3] tokens 4) TF-IDF [5] vector 6] cosine (7) FAIA weighting similarity P| 0.00 | Zonet | mp =| "
ch12-ai-ethics-safety-guardrail-map-en.webp,True,228946,ch12-ai-ethics-safety-guardrail-map-en.webp,True,ch12-ai-ethics-safety-guardrail-map-en-ja.webp,False,localized_variant,() Al Ethics and Safety Guardrail Map Ethical issues must be translated into engineering guardrails and review mechanisms. A RISK INPUTS 9) ENGINEERING GUARDRAILS & REVIEW MECHANISMS (0) SAFER PRODUCT OUTCOME é ay Bias | lz Policy | | > e®e
ch12-ai-ethics-safety-guardrail-map-ja.webp,True,243182,ch12-ai-ethics-safety-guardrail-map-ja-en.webp,False,ch12-ai-ethics-safety-guardrail-map-ja.webp,True,localized_variant,L=| =] oe — % eS 7 ~ (Eh LIEDA—KL—-)LeSRRBICRCLIAS @ se VAIEBE > H-KL-I CH > BKTREE > REGRHERA @ LAT ARETE: RIF Ly YA9KA ($898 - FR) © L#OH-KL—W (#8) LEOGR (POKHA) 33) bias Al [ B AY Y— (policy) “pal RISE « ts aaa CY) AAAS ib BIA AICS < + A
ch12-ai-regulation-engineering-translation-map-en.webp,True,227324,ch12-ai-regulation-engineering-translation-map-en.webp,True,ch12-ai-regulation-engineering-translation-map-en-ja.webp,False,localized_variant,Al REGULATION & COMPLIANCE: TRANSLATION MAP From Regulatory Requirements to System Controls fv] @ COMPLIANCE REQUIREMENTS © @ ENGINEERING TRANSLATION @ SYSTEM CONTROLS Translate policy concepts into implementation intent PERMISSION PRIVACY
ch12-ai-regulation-engineering-translation-map-ja.webp,True,246324,ch12-ai-regulation-engineering-translation-map-ja-en.webp,False,ch12-ai-regulation-engineering-translation-map-ja.webp,True,localized_variant,AVIS PYAR LYYIF IY IER YT SAP YAERELATLICBRTS privacy zeemec | 2 | config | workflow | | a) permission 8 ARR o 1] eenne Bl & |-| & | ’ seme o a wit - Be BE | For: Fei _ : risk classification yaremet | TOY ote a =) logging | A URIS e Overs |
ch12-aigc-frontier-system-trend-map-en.webp,True,182696,ch12-aigc-frontier-system-trend-map-en.webp,True,ch12-aigc-frontier-system-trend-map-en-ja.webp,False,localized_variant,"Trends are not buzzwords; they are simultaneous changes in capability, cost, product, and governance. a_i! @ GOVERNANCE BOUNDARY ........... ¢ MODEL CAPABILITY MULTIMODAL DEFAULT ‘ = ee GG) ! rc Sa Text Image ‘Audio H Safety & ry a a Pal Ac"
ch12-aigc-frontier-system-trend-map-ja.webp,True,258890,ch12-aigc-frontier-system-trend-map-ja-en.webp,False,ch12-aigc-frontier-system-trend-map-ja.webp,True,localized_variant,"es, = ~ ob be] i= | wat © = = ey KLY KIS TIS <. BEA TAR Rm GNFYAMABRICEDS — AIGC PAYT4PFOYAT LWA — ®@ RA OMA HO model capability a cost efficiency AA hE EREHLES NOME 2, BIAaMt BROMBEDKS EDRK. KDB ODER #2 -MR-BX-HEtOBL EF IHR: HE ERNEOR UPTV"
ch12-asset-parent-version-lineage-result-map-en.webp,True,648160,ch12-asset-parent-version-lineage-result-map-en.webp,True,ch12-asset-parent-version-lineage-result-map-en-ja.webp,False,localized_variant,Use parent to Read Asset Versions The three printed dictionaries form an asset lineage map. I; id: img_vl [2 id: img_v2 : « id: voice_v1 j - type: image ‘ff. type: image ‘Mm: type: voice ; e parent: None ae A parent: img _v1 ; 5 parent: Non
ch12-asset-parent-version-lineage-result-map-ja.webp,True,611736,ch12-asset-parent-version-lineage-result-map-ja-en.webp,False,ch12-asset-parent-version-lineage-result-map-ja.webp,True,localized_variant,"’ “an #2 Tparent © asset version zis print 34Tld, asset MABE LLTHHS. ; id: img_v1, id: img_v2, | id: voice_vl, type: image, type: image, type: voice, parent: None parent: img_v1 parent: None _ °® parent=img_v1 : % [aa parent=None: okki oie "
ch12-creative-platform-asset-bundle-result-map-en.webp,True,427438,ch12-creative-platform-asset-bundle-result-map-en.webp,True,ch12-creative-platform-asset-bundle-result-map-en-ja.webp,False,localized_variant,"Read the Creative Platform Bundle Three requests enter one AssetBundle, not three isolated calls. ot 6 ee eee eee = ae | —EE — ST = ———— = 3usex MG) request1 FF @ request2 fi © request 3 is REQUESTS ae ——— _ | ae \\ = ENTER Create a tech fi"
ch12-creative-platform-asset-bundle-result-map-ja.webp,True,397740,ch12-creative-platform-asset-bundle-result-map-ja-en.webp,False,ch12-creative-platform-asset-bundle-result-map-ja.webp,True,localized_variant,1 Ey Creative Platform ® bundle ed SIO KISS A OWUHLTSE<. 120 AssetBundle cA. © & & by De kt 1 tH 2 (ki 3 iy FYINYIPLYAD RUBOHRE SRSRE +R > : R2AB— -> WR -> tts. te image_generation.. image_editing. 6: AE om - 4 route_task i. . image_generat
ch12-diffusion-forward-noise-result-map-en.webp,True,537710,ch12-diffusion-forward-noise-result-map-en.webp,True,ch12-diffusion-forward-noise-result-map-en-ja.webp,False,localized_variant,F ry e e e - Reading Forward Diffusion Noise iam [ie Dat St Se ee 2 Each step keeps 80% of the old signal and adds new noise. (3 - eee 00 OoeooooeooeoeoooomFHE - [ noise re | | = ay MIXINg rule | ia previous ey X = 0.8 * previous + noise. |
ch12-diffusion-forward-noise-result-map-ja.webp,True,751568,ch12-diffusion-forward-noise-result-map-ja-en.webp,False,ch12-diffusion-forward-noise-result-map-ja.webp,True,localized_variant,"<3 a Forward Diffusion 9/424 54¢R RL Se ee SS & step CH signal & 80% FKL, HL noise EMA, = | BS Te tai il ms =o sonal | eT _mixing rule | poet x = 0.8 * previous + noise. —3 | FHL noise A es BLY xX 3 x0 | ahd [1:0, 0.5, -0.5, =1.0} | ie He 0"
ch12-diffusion-noise-prediction-target-result-map-en.webp,True,647466,ch12-diffusion-noise-prediction-target-result-map-en.webp,True,ch12-diffusion-noise-prediction-target-result-map-en-ja.webp,False,localized_variant,"2 Diffusion Training Does | = Not Learn to Draw Directly Le clean and noise are known, so the = supervised target is predict noise. 449 clean [1.0,-0.5,0.8]| [a noise [0.2, -0.1, 0.3] r -0.5 -0.1 i Ty 2 SA! 2 3 ee Ce) | clean 1B | eae Ss) o"
ch12-diffusion-noise-prediction-target-result-map-ja.webp,True,386850,ch12-diffusion-noise-prediction-target-result-map-ja-en.webp,False,ch12-diffusion-noise-prediction-target-result-map-ja.webp,True,localized_variant,"H ° ra) B] ” . Diffusion ¥ BlseeaaTleeu Renan eee Se ee ee eee eeeceerecene eee ee ET > clean & noise ISP R%MT. HEH target ld predict noise. clean [1.0, -0.5, 0.8] - ) noise [0.2, -0.1, 0.3] : : rr — ) 2. pam an (<<a) 02,-011, 031, (0.9, -0"
ch12-digital-human-pipeline-list-result-map-en.webp,True,314432,ch12-digital-human-pipeline-list-result-map-en.webp,True,ch12-digital-human-pipeline-list-result-map-en-ja.webp,False,localized_variant,Chapter 12 © Section 12.3.4 Digital Human Technology Read the Pipeline List text -> tts -> lip_sync -> avatar_render is the digital-human checklist. sos text | read list as checklist | uy ee ™ \ -_ H solve problems 4 ath a ——_ | together: i
ch12-digital-human-pipeline-list-result-map-ja.webp,True,366228,ch12-digital-human-pipeline-list-result-map-ja-en.webp,False,ch12-digital-human-pipeline-list-result-map-ja.webp,True,localized_variant,"e |e 3 ato ; pipeline eeatH > text -> tts -> lip_sync -> avatar_render [$7 Y9)DEa-VYORBUAR. = = ; | es 2 1. text ka ———! had x \ aE Coe. aia, rer S a ; ——= <—— ey e* oe ee. o TTS BAB a oe: ——-- S BAKERS ttle ra) i] —_ 5 @ “ : FT Ca mm) [i ="
ch12-digital-human-sync-pipeline-map-en.webp,True,257096,ch12-digital-human-sync-pipeline-map-en.webp,True,ch12-digital-human-sync-pipeline-map-en-ja.webp,False,localized_variant,"DIGITAL HUMAN PRODUCTION IS HARD P= € ae. . cy . 7 . ~~ Digital human projects are hard because script, voice, lip sync, expression, gesture, ~ face identity, and background scene must stay b wa \ < fo Se) > & il a = a? oO (2) (3) (4) 6 | @"
ch12-digital-human-sync-pipeline-map-ja.webp,True,303326,ch12-digital-human-sync-pipeline-map-ja-en.webp,False,ch12-digital-human-sync-pipeline-map-ja.webp,True,localized_variant,"mnt gy yt a — J = e * = FIUIMEI-VYOMHNTA TITY FILFIMWea—Vvié script, TTS voice, lip sync, face identity, expression/gesture, background scene @ FMARLK<, BAMATHSCREMRATS ADH scrip Me @ script Orttsvoice | |@ tip syne | |@ taceidentity| |@ ee"
ch12-frontier-ethics-route-map-en.webp,True,254778,ch12-frontier-ethics-route-map-en.webp,True,ch12-frontier-ethics-route-map-en-ja.webp,False,localized_variant,"° ° e AIGC Frontier Ethics and Compliance Roadmap «———— _ Frontier changes fast, but risk boundaries must be designed from the start. ————e 4 Design from the Start G Frontier Trends (°] Compliance Checklist ,— eSs Al Ethics wy ’ 4 ay Large "
ch12-frontier-ethics-route-map-ja.webp,True,265980,ch12-frontier-ethics-route-map-ja-en.webp,False,ch12-frontier-ethics-route-map-ja.webp,True,localized_variant,Wray s 54 77° —K AIGC FOV F417 BAY ISTP YA-O-KVy7 BIRO BERRA. VATORRSRMYSRHTS -* v=) G@MFrYAUAb 1 ! v=) & a ee er (] a#tze7u2b Alae Stree frontier trends ARE ABE-E an -unnoermcaer. (| Aug Le SA RY ARREBSTS ; Afi DO BE AED sc Neil mabL -_ o
ch12-image-gen-chapter-flow-en.webp,True,603246,ch12-image-gen-chapter-flow-en.webp,True,ch12-image-gen-chapter-flow-en-ja.webp,False,localized_variant,"Turn Image Generation into a Reproducible Workflow Record the brief, prompt, mode, seed, and review risks before choosing an output. OC as ” f 2 brief ©) | topic = RAG basics ] rie a @ audience = beginners ee topic=RAG basics, = Wieae | aud"
ch12-image-gen-chapter-flow-ja.webp,True,544784,ch12-image-gen-chapter-flow-ja-en.webp,False,ch12-image-gen-chapter-flow-ja.webp,True,localized_variant,"BRE hh eB CEST—-7IN-I-FS i brief, prompt, mode, seed, LEa—JRBeitSRL CD SIRENS. 24 m * 3 topic = RAG basics topic=RAG basics, Fya ey ; i F audience =beginners, \M audience = beginners | = style=clean editorial cover. : | style = clean editor"
ch12-image-generation-trend-radar-map-en.webp,True,177510,ch12-image-generation-trend-radar-map-en.webp,True,ch12-image-generation-trend-radar-map-en-ja.webp,False,localized_variant,"7, TREND RADAR MAP en i Follow frontier directions, a eneratic not just memorize model names. speed TREND JUDGMENT CARD ffi qe ray eee quality TREND PRIORITY LEARNING VALUE efriciency : (Impact x Urgency) (For You) Lower compute, Higher fid"
ch12-image-generation-trend-radar-map-ja.webp,True,236252,ch12-image-generation-trend-radar-map-ja-en.webp,False,ch12-image-generation-trend-radar-map-ja.webp,True,localized_variant,". — ss a, = a gon = ps4P- AM CIES. EFIAURAT FEW (Gj. Bemmenea. atica ; ; ; Sf REILE MMM ETS CEMENTS. BRERKORMESLLYE > L-8-Vy7 speed ERO - YIU MMe IER. iad pay ® SESROCHUT » RAEASATHEIZ. (2H) ici Li — cost efficiency e quality © asity * © Ge"
ch12-image-prompt-record-result-map-en.webp,True,508370,ch12-image-prompt-record-result-map-en.webp,True,ch12-image-prompt-record-result-map-en-ja.webp,False,localized_variant,"? ] | Chapter 12 * Read JSON Output etn 12 | , Build a _ asaPrompt Record | tron: | Reproducible image generation depends on the record, not memory. { | Recor ) erier ‘ | ext-to-image | basics supplies SSS SS ee | topic= RAG basics _ pong! "
ch12-image-prompt-record-result-map-ja.webp,True,445076,ch12-image-prompt-record-result-map-ja-en.webp,False,ch12-image-prompt-record-result-map-ja.webp,True,localized_variant,"2 zz4, JSON H71% Prompt i CULTHE BR CESMRE MIS, HE TIS < record TRAS_ > i prompt iautL7 mode | * brie : ec . : ——— | 0 : ff] ee if =m text-to-image o -topic= RAG basics | topic audience style — led i ~ audience = beginners F | FHAhMOER » - "
ch12-image-text-retrieval-similarity-result-map-en.webp,True,512204,ch12-image-text-retrieval-similarity-result-map-en.webp,True,ch12-image-text-retrieval-similarity-result-map-en-ja.webp,False,localized_variant,"an e e = Reading Image-Text Retrieval Hl Text and images enter one vector space, then scores are sorted. at d F ae ¥ 1) red fruit = | shared vector | Top score 0.9953 = | space le Ne et 4 ; =| Image and text (*) ae a: = vectors use the F = "
ch12-image-text-retrieval-similarity-result-map-ja.webp,True,829504,ch12-image-text-retrieval-similarity-result-map-ja-en.webp,False,ch12-image-text-retrieval-similarity-result-map-ja.webp,True,localized_variant,"a — i ae eee re ee a 5 BR: TEAMRRGR ERC ial, text & EIU vector Shia e, score THNBAS, | | tA vector sm) — relapsing etking rule Cocos + Cosine similarity ey | tR vector & | ERASE He, g| text vector « i a Se = : i 1 @ i deb | Riveter | cl Wee"
ch12-image-trend-priority-score-result-map-en.webp,True,759342,ch12-image-trend-priority-score-result-map-en.webp,True,ch12-image-trend-priority-score-result-map-en-ja.webp,False,localized_variant,"ES wy e e -s Trend Priority Is Not Just Hype score = product value*0.5 + stability*0.3 - engineering cost *0.2. eC O—O Y @ =s || ose j, stability } Pisieerig cost} : i | (gg 0.5 4 &_0.3 4 W-0.2 JG [SCORE } ‘lh ayo |] FTN WoW Sy x. i ‘ by) ~"
ch12-image-trend-priority-score-result-map-ja.webp,True,714484,ch12-image-trend-priority-score-result-map-ja-en.webp,False,ch12-image-trend-priority-score-result-map-ja.webp,True,localized_variant,"®, vw AY » Trend KE KF ECR Score = # Sotm*0.5 + PEM *0.3 - LAAAL+O.2, fq] ig ace x | . a “at Aa == one } a ra Hl | (fi > Ss | Mf \\\ | I 4 ., i a zi A Lis rg 5) esi oJ GS. —_ al gs ef ob | score 2 faked al EBB vy Bil 487 4 E LYRA TNT | Rath"
